page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
173,3,BODY,Thefollowingfunctionsandmacrosareavailableforinstancesofsetorfrozensetorinstancesoftheirsubtypes. Py_ssize_tPySet_Size(PyObject*anyset),8.78,23.92,448.06,135,72,138.27,520.05,162.19,FALSE,FALSE
176,18,BODY,Returnvalue:Borrowedreference.MacroversionofPyMethod_Function()whichavoidserrorchecking.,8.78,5.99,422.66,88,96.91,502.5,519.57,508.48,FALSE,TRUE
190,14,BODY,ReturntrueifthetypeofopisPyCallIter_Type.Thisfunctionalwayssucceeds.,8.78,5.99,328.1,68,96.91,745.6,425.01,751.59,FALSE,FALSE
193,2,BODY,AmemoryviewobjectexposestheClevelbufferinterfaceasaPythonobjectwhichcanthenbepassedaroundlike anyotherobject. PyObject*PyMemoryView_FromObject(PyObject*obj),8.78,35.88,451.28,156,72,100.64,523.28,136.52,FALSE,FALSE
193,19,BODY,ReturneitherapointertotheexportingobjectthatthememoryviewisbasedonorNULLifthememoryviewhas beencreatedbyoneofthefunctionsPyMemoryView_FromMemory()orPyMemoryView_FromBuffer(). mviewmustbeamemoryviewinstance.,8.78,29.9,426.38,206,96.91,563.91,523.28,593.8,FALSE,FALSE
194,10,BODY,"Deprecatedsinceversion3.13,willberemovedinversion3.15:UsePyWeakref_GetRef()instead.",8.78,5.99,399.13,83,96.91,516.26,496.03,522.25,FALSE,FALSE
229,10,BODY,ThevalueforthewhatparametertoPy_tracefuncfunctions(butnotprofilingfunctions)whenanewop- codeisabouttobeexecuted.Thiseventisnotemittedbydefault:itmustbeexplicitlyrequestedbysetting f_trace_opcodesto1ontheframe.,8.78,29.9,426.37,209,96.91,228.41,523.28,258.31,FALSE,FALSE
247,9,BODY,"ThelistoftheoriginalcommandlineargumentspassedtothePythonexecutable:sys.orig_argv. Iforig_argvlistisemptyandargvisnotalistonlycontaininganemptystring,PyConfig_Read() copiesargvintoorig_argvbeforemodifyingargv(ifparse_argvisnon-zero). SeealsotheargvmemberandthePy_GetArgcArgv()function. Default:emptylist. Addedinversion3.10.",8.78,89.67,404.45,324,118.82,467.52,523.28,557.19,FALSE,FALSE
247,11,BODY,"Parsecommandlinearguments? Ifequalsto1,parseargvthesamewaytheregularPythonparsescommandlinearguments,andstrip Pythonargumentsfromargv. ThePyConfig_Read()functiononlyparsesPyConfig.argvargumentsonce:PyConfig. parse_argvissetto2afterargumentsareparsed.SincePythonargumentsarestrippedfrom PyConfig.argv,parsingargumentstwicewouldparsetheapplicationoptionsasPythonoptions. Default:1inPythonmode,0inisolatedmode. Changedinversion3.10:ThePyConfig.argvargumentsarenowonlyparsedifPyConfig. parse_argvequalsto1.",8.78,125.54,404.46,502,118.82,584.08,523.28,709.62,FALSE,FALSE
248,7,BODY,"ProgramnameusedtoinitializeexecutableandinearlyerrormessagesduringPythoninitialization. •OnmacOS,usePYTHONEXECUTABLEenvironmentvariableifset. •IftheWITH_NEXT_FRAMEWORKmacroisdefined,use__PYVENV_LAUNCHER__environmentvari- ableifset. •Useargv[0]ofargvifavailableandnon-empty. •Otherwise,useL'python'onWindows,orL'python3'onotherplatforms. Default:NULL. PartofthePythonPathConfigurationinput.",8.78,125.54,404.45,389,118.82,330.03,523.28,455.57,FALSE,FALSE
258,10,BODY,"Thefollowingfunctionsetsarewrapperstothesystemallocator.Thesefunctionsarethread-safe,theGILdoesnot needtobeheld. Thedefaultrawmemoryallocatorusesthefollowingfunctions:malloc(),calloc(),realloc()andfree(); callmalloc(1)(orcalloc(1,1))whenrequestingzerobytes. Addedinversion3.4. void*PyMem_RawMalloc(size_tn)",8.78,83.7,451.28,306,72,622.8,523.28,706.5,FALSE,FALSE
259,4,BODY,"PartoftheStableABIsinceversion3.13.Resizesthememoryblockpointedtobyptonbytes.Thecontents willbeunchangedtotheminimumoftheoldandthenewsizes. IfpisNULL,thecallisequivalenttoPyMem_RawMalloc(n);elseifnisequaltozero,thememoryblockis resizedbutisnotfreed,andthereturnedpointerisnon-NULL. UnlesspisNULL,itmusthavebeenreturnedbyapreviouscalltoPyMem_RawMalloc(), PyMem_RawRealloc()orPyMem_RawCalloc(). Iftherequestfails,PyMem_RawRealloc()returnsNULLandpremainsavalidpointertothepreviousmemory area.",8.78,107.61,426.38,489,96.91,201.51,523.28,309.12,FALSE,FALSE
261,9,BODY,"PartoftheStableABI.Resizesthememoryblockpointedtobyptonbytes.Thecontentswillbeunchanged totheminimumoftheoldandthenewsizes. IfpisNULL,thecallisequivalenttoPyObject_Malloc(n);elseifnisequaltozero,thememoryblockis resizedbutisnotfreed,andthereturnedpointerisnon-NULL. UnlesspisNULL,itmusthavebeenreturnedbyapreviouscalltoPyObject_Malloc(), PyObject_Realloc()orPyObject_Calloc(). Iftherequestfails,PyObject_Realloc()returnsNULLandpremainsavalidpointertothepreviousmemory area.",8.78,107.61,426.37,473,96.91,361.23,523.28,468.84,FALSE,FALSE
262,1,BODY,"•Name:valueforPYTHONMALLOCenvironmentvariable. •malloc:systemallocatorsfromthestandardClibrary,Cfunctions:malloc(),calloc(),realloc()and free(). •pymalloc:pymallocmemoryallocator. •mimalloc:mimallocmemoryallocator.Thepymallocallocatorwillbeusedifmimallocsupportisn’tavail- able. •“+debug”:withdebughooksonthePythonmemoryallocators. •“Debugbuild”:Pythonbuildindebugmode.",8.78,119.56,435.35,369,87.94,81.96,523.29,201.52,FALSE,FALSE
271,18,BODY,"ExtensionofMETH_FASTCALL|METH_KEYWORDSsupportingthedefiningclass,thatis,theclassthat containsthemethodinquestion.ThedefiningclassmightbeasuperclassofPy_TYPE(self). ThemethodneedstobeoftypePyCMethod,thesameasforMETH_FASTCALL|METH_KEYWORDSwith defining_classargumentaddedafterself. Addedinversion3.9.",8.78,65.76,426.38,298,96.91,661.79,523.29,727.55,FALSE,FALSE
275,45,BODY,"(*):Zero-terminated,UTF8-encodedCstring.WithPy_T_STRINGtheCrepresentationisapointer; withPy_T_STRING_INPLACEthestringisstoreddirectlyinthestructure.",8.78,17.94,401.47,148,96.91,757.93,498.38,775.88,FALSE,FALSE
300,4,BODY,"AninitializerthatiscompatiblewiththissignatureisPyObject_Free(). Inheritance: Thisfieldisinheritedbystaticsubtypes,butnotbydynamicsubtypes(subtypescreatedbyaclassstatement) Default: Indynamicsubtypes,thisfieldissettoadeallocatorsuitabletomatchPyType_GenericAlloc()andthe valueofthePy_TPFLAGS_HAVE_GCflagbit. Forstaticsubtypes,PyBaseObject_TypeusesPyObject_Del().",8.78,107.61,426.37,362,96.91,297.95,523.28,405.56,FALSE,FALSE
306,4,BODY,"ThisfunctionisusedbyPySequence_GetItem()andhasthesamesignature.Itisalsousedby PyObject_GetItem(),aftertryingthesubscriptionviathemp_subscriptslot.Thisslotmustbefilledfor thePySequence_Check()functiontoreturn1,itcanbeNULLotherwise. Negativeindexesarehandledasfollows:ifthesq_lengthslotisfilled,itiscalledandthesequencelengthis usedtocomputeapositiveindexwhichispassedtosq_item.Ifsq_lengthisNULL,theindexispassedas istothefunction.",8.78,71.74,426.38,429,96.91,141.74,523.29,213.48,FALSE,FALSE
309,7,BODY,typedefPy_hash_t(*hashfunc)(PyObject*) PartoftheStableABI.Seetp_hash.,8.78,20.67,177.14,69,72,209.71,249.14,230.39,FALSE,FALSE
314,1,BODY,"Changedinversion3.8:The_PyObject_GC_TRACK()and_PyObject_GC_UNTRACK()macroshavebeenre- movedfromthepublicCAPI. Thetp_traversehandleracceptsafunctionparameterofthistype: typedefint(*visitproc)(PyObject*object,void*arg)",8.78,53.81,451.28,216,72,81.96,523.28,135.77,FALSE,FALSE
321,5,BODY,"Allofthefunctionsbelowreturn0onsuccessand-1(withanexceptionset)onerror. Seesys.monitoringfordescriptionsoftheevents. intPyMonitoring_FirePyStartEvent(PyMonitoringState*state,PyObject*codelike,int32_toffset)",8.78,41.85,412.84,206,72,406.74,484.84,448.6,FALSE,FALSE
52,18,BODY,"cf_feature_versionistheminorPythonversion.ItshouldbeinitializedtoPY_MINOR_VERSION. Thefieldisignoredbydefault,itisusedifandonlyifPyCF_ONLY_ASTflagissetincf_flags.",8.77,23.92,379.09,162,118.82,569.14,497.91,593.06,FALSE,FALSE
58,12,BODY,"PyObject*PyErr_Format(PyObject*exception,constchar*format,...)",8.77,5.99,287.9,62,72,584.41,359.9,590.4,FALSE,FALSE
59,8,BODY,"Returnvalue:AlwaysNULL.PartoftheStableABI.SimilartoPyErr_SetFromErrno(),withtheadditional behaviorthatiffilenameObjectisnotNULL,itispassedtotheconstructoroftypeasathirdparameter.Inthe caseofOSErrorexception,thisisusedtodefinethefilenameattributeoftheexceptioninstance. PyObject*PyErr_SetFromErrnoWithFilenameObjects(PyObject*type,PyObject*filenameObject,",8.77,47.83,451.28,354,72,303.13,523.28,350.96,FALSE,FALSE
63,6,BODY,"voidPyErr_Restore(PyObject*type,PyObject*value,PyObject*traceback)",8.77,5.99,311.51,66,72,206.79,383.51,212.78,FALSE,FALSE
82,9,BODY,"z*(str,bytes-likeobjectorNone)[Py_buffer]",8.77,5.98,191.4,41,72,299.46,263.4,305.43,TRUE,FALSE
82,17,BODY,"y#(read-onlybytes-likeobject)[constchar*,Py_ssize_t]",8.77,5.98,244.97,52,72,484.76,316.97,490.74,TRUE,FALSE
84,14,BODY,"ConvertaPythonbyte,representedasabytesorbytearrayobjectoflength1,toaCchar. Changedinversion3.3:Allowbytearrayobjects.",8.77,23.92,372.78,117,96.91,273.24,469.69,297.17,FALSE,FALSE
86,15,BODY,"intPyArg_UnpackTuple(PyObject*args,constchar*name,Py_ssize_tmin,Py_ssize_tmax,...)",8.77,5.99,385.74,82,72,519.07,457.74,525.06,FALSE,FALSE
95,6,BODY,"Returnvalue:Newreference.PartoftheStableABI.Replacetheunicodeencodeerrorwithbackslashescapes (\x,\uand\U).",8.77,17.94,426.37,106,96.91,171.95,523.28,189.89,FALSE,FALSE
96,5,BODY,"SimilartoPyTime_PerfCounter(),butdon’tsetanexceptiononerroranddon’trequireholdingtheGIL.",8.77,5.99,423.63,88,96.91,226.17,520.54,232.16,FALSE,FALSE
105,2,BODY,"Returnnon-zeroiftheobjectoisoftypetypeorasubtypeoftype,and0otherwise.Bothparametersmustbe non-NULL.",8.77,17.94,426.36,99,96.91,96.91,523.27,114.85,FALSE,FALSE
107,13,BODY,"Tocallanobjectthatimplementsvectorcall,useacallAPIfunctionaswithanyothercallable. PyObject_Vectorcall()willusuallybemostefficient.",8.77,17.94,451.28,130,72,652.14,523.28,670.09,FALSE,FALSE
110,5,BODY,"PyObject*PyObject_Vectorcall(PyObject*callable,PyObject*const*args,size_tnargsf,PyObject",8.77,5.99,405.42,88,72,243.36,477.42,249.34,FALSE,FALSE
115,6,BODY,"PartoftheStableABI.Returnthefirstindexiforwhicho[i]==value.Onerror,return-1.Thisis equivalenttothePythonexpressiono.index(value).",8.77,17.94,426.37,129,96.91,197.06,523.28,215.01,FALSE,FALSE
119,6,BODY,Py_ssize_tlen,8.77,5.98,58.62,13,96.91,432.4,155.53,438.38,FALSE,TRUE
126,10,BODY,"Marktypeaswatched.Thecallbackgrantedwatcher_idbyPyType_AddWatcher()willbecalledwhenever PyType_Modified()reportsachangetotype.(Thecallbackmaybecalledonlyonceforaseriesofcon- secutivemodificationstotype,if_PyType_Lookup()isnotcalledontypebetweenthemodifications;thisis animplementationdetailandsubjecttochange.) AnextensionshouldnevercallPyType_Watchwithawatcher_idthatwasnotreturnedtoitbyapreviouscall toPyType_AddWatcher(). Addedinversion3.12.",8.77,89.67,426.37,444,96.91,449.58,523.28,539.26,FALSE,FALSE
132,2,BODY,"Returnvalue:Newreference.PartoftheStableABI.ReturnanewPyLongObjectobjectfromaCsize_t, orNULLonfailure.",8.77,17.94,426.37,102,96.91,96.91,523.28,114.85,FALSE,FALSE
140,13,BODY,"Py_complex_Py_c_diff(Py_complexleft,Py_complexright)",8.77,5.99,248.39,52,72,563.71,320.39,569.69,FALSE,TRUE
140,17,BODY,"Py_complex_Py_c_prod(Py_complexleft,Py_complexright)",8.77,5.99,248.39,52,72,629.46,320.39,635.45,FALSE,TRUE
140,21,BODY,"Py_complex_Py_c_pow(Py_complexnum,Py_complexexp)",8.77,5.99,243.18,48,72,713.15,315.18,719.13,FALSE,TRUE
143,10,BODY,"PartoftheStableABI.Returnapointertothecontentsofo.Thepointerreferstotheinternalbufferofo, whichconsistsoflen(o)+1bytes.Thelastbyteinthebufferisalwaysnull,regardlessofwhetherthere areanyothernullbytes.Thedatamustnotbemodifiedinanyway,unlesstheobjectwasjustcreatedusing PyBytes_FromStringAndSize(NULL,size).Itmustnotbedeallocated.Ifoisnotabytesobjectatall, PyBytes_AsString()returnsNULLandraisesTypeError.",8.77,53.81,426.38,403,96.91,252.32,523.28,306.13,FALSE,FALSE
147,22,BODY,"Return1or0dependingonwhetherchisaprintablecharacter,inthesenseofstr.isprintable().",8.77,5.99,403.13,82,96.91,477.48,500.03,483.47,FALSE,FALSE
150,13,BODY,"#NPyTypeObject*SimilartoNformat,butuseacolon(:)asseparatorbetweenthemodule",8.77,5.99,414.43,74,102.88,505.72,517.31,511.71,FALSE,FALSE
150,16,BODY,"Thewidthformatterunitisnumberofcharactersratherthanbytes.Theprecisionformatterunitisnumber ofbytesorwchar_titems(ifthelengthmodifierlisused)for'%s'and'%V'(ifthePyObject* argumentisNULL),andanumberofcharactersfor'%A','%U','%S','%R'and'%V'(ifthePyObject* argumentisnotNULL).",8.77,41.85,411.43,272,104.38,582.16,515.8,624.01,FALSE,FALSE
153,1,BODY,"Changedinversion3.7:Thefunctionnowalsousesthecurrentlocaleencodingforthesurrogateescape errorhandler,exceptonAndroid.Previously,Py_DecodeLocale()wasusedforthesurrogateescape, andthecurrentlocaleencodingwasusedforstrict.",8.77,29.9,426.37,219,96.91,81.96,523.28,111.86,FALSE,FALSE
160,7,BODY,"PyObject*PyUnicode_Split(PyObject*unicode,PyObject*sep,Py_ssize_tmaxsplit)",8.77,5.99,347.2,74,72,340.36,419.2,346.35,FALSE,FALSE
163,6,BODY,"Returnvalue:Newreference.PartoftheStableABI.Returnanewtupleobjectofsizen,orNULLwithan exceptionsetonfailure.ThetuplevaluesareinitializedtothesubsequentnCargumentspointingtoPython objects.PyTuple_Pack(2,a,b)isequivalenttoPy_BuildValue('(OO)',a,b).",8.77,29.9,426.37,246,96.91,186.57,523.28,216.47,FALSE,FALSE
164,12,BODY,constchar*doc,8.77,5.99,63.4,13,96.91,438.74,160.31,444.73,FALSE,FALSE
164,21,BODY,constchar*doc,8.77,5.99,63.4,13,96.91,635.39,160.31,641.38,FALSE,FALSE
167,8,BODY,Returnvalue:Newreference.PartoftheStableABI.Returnanewtupleobjectcontainingthecontentsoflist; equivalenttotuple(list).,8.77,17.94,426.37,118,96.91,267.27,523.28,285.21,FALSE,FALSE
168,19,BODY,"Returnvalue:Borrowedreference.PartoftheStableABI.ThisisthesameasPyDict_GetItem(),butkey isspecifiedasaconstchar*UTF-8encodedbytesstring,ratherthanaPyObject*.",8.77,17.94,426.37,157,96.91,643.35,523.28,661.29,FALSE,FALSE
170,2,BODY,"PartoftheStableABI.Iterateoverallkey-valuepairsinthedictionaryp.ThePy_ssize_treferredtoby pposmustbeinitializedto0priortothefirstcalltothisfunctiontostarttheiteration;thefunctionreturnstrue foreachpairinthedictionary,andfalseonceallpairshavebeenreported.Theparameterspkeyandpvalue shouldeitherpointtoPyObject*variablesthatwillbefilledinwitheachkeyandvalue,respectively,ormay beNULL.Anyreferencesreturnedthroughthemareborrowed.pposshouldnotbealteredduringiteration.Its valuerepresentsoffsetswithintheinternaldictionarystructure,andsincethestructureissparse,theoffsetsare notconsecutive. Forexample: PyObject*key,*value; Py_ssize_tpos=0;",8.77,126.15,426.38,635,96.91,96.23,523.28,222.38,FALSE,FALSE
182,23,BODY,"PartoftheStableABI.Returnthe“state”ofthemodule,thatis,apointertotheblockofmemoryallocatedat modulecreationtime,orNULL.SeePyModuleDef.m_size.",8.77,17.94,426.38,140,96.91,689.66,523.28,707.6,FALSE,FALSE
188,8,BODY,"intPyModule_Add(PyObject*module,constchar*name,PyObject*value)",8.77,5.99,300.42,62,72,417.11,372.42,423.1,FALSE,FALSE
194,12,BODY,"Returnvalue:Borrowedreference.SimilartoPyWeakref_GetObject(),butdoesnoerrorchecking. Deprecatedsinceversion3.13,willberemovedinversion3.15:UsePyWeakref_GetRef()instead.",8.77,23.92,402.13,168,96.91,549.14,499.03,573.06,FALSE,FALSE
195,6,BODY,SeePyCapsule_New()forthesemanticsofPyCapsule_Destructorcallbacks.,8.77,5.99,308.7,65,96.91,365.27,405.61,371.25,FALSE,FALSE
200,18,BODY,ReturntrueifoisoftypePyContext_Type.omustnotbeNULL.Thisfunctionalwayssucceeds.,8.77,5.99,385.47,78,96.91,548.77,482.37,554.76,FALSE,FALSE
215,3,BODY,"PartoftheStableABI.ReturnthefullprogramnameofthePythonexecutable;thisiscomputedasaside-effect ofderivingthedefaultmodulesearchpathfromtheprogramname(setbyPyConfig.program_name).The returnedstringpointsintostaticstorage;thecallershouldnotmodifyitsvalue.ThevalueisavailabletoPython codeassys.executable. ThisfunctionshouldnotbecalledbeforePy_Initialize(),otherwiseitreturnsNULL. Changedinversion3.10:ItnowreturnsNULLifcalledbeforePy_Initialize(). Deprecatedsinceversion3.13,willberemovedinversion3.15:Getsys.executableinstead.",8.77,95.65,426.38,524,96.91,192.55,523.28,288.2,FALSE,FALSE
216,13,BODY,"PartoftheStableABI.ThisAPIiskeptforbackwardcompatibility:settingPyConfig.argvandPyConfig. parse_argvshouldbeusedinstead,seePythonInitializationConfiguration. ThisfunctionworkslikePySys_SetArgvEx()withupdatepathsetto1unlessthepythoninterpreterwas startedwiththe-I. UsePy_DecodeLocale()todecodeabytesstringtogetawchar_t*string. SeealsoPyConfig.orig_argvandPyConfig.argvmembersofthePythonInitializationConfiguration. Changedinversion3.4:Theupdatepathvaluedependson-I.",8.77,101.63,426.37,464,96.91,662.19,523.28,763.82,FALSE,FALSE
218,10,BODY,"NotethatthePyGILState_*functionsassumethereisonlyoneglobalinterpreter(createdautomaticallyby Py_Initialize()).Pythonsupportsthecreationofadditionalinterpreters(usingPy_NewInterpreter()), butmixingmultipleinterpretersandthePyGILState_*APIisunsupported.",8.77,29.9,451.28,251,72,640.04,523.28,669.94,FALSE,FALSE
219,14,BODY,"Callingthisfunctionfromathreadwhentheruntimeisfinalizingwillterminatethethread,evenifthe threadwasnotcreatedbyPython.YoucanusePy_IsFinalizing()orsys.is_finalizing()to",8.77,17.94,411.43,166,104.38,743.38,515.8,761.32,FALSE,FALSE
235,3,BODY,Addedinversion3.8. PythoncanbeinitializedwithPy_InitializeFromConfig()andthePyConfigstructure.Itcanbepreinitialized withPy_PreInitialize()andthePyPreConfigstructure. Therearetwokindsofconfiguration:,8.77,53.81,451.28,198,72,236.38,523.28,290.19,FALSE,FALSE
241,4,BODY,DecodestrusingPy_DecodeLocale()andsettheresultinto*config_str. PreinitializePythonifneeded.,8.77,23.92,309.67,91,118.82,146.72,428.49,170.64,FALSE,FALSE
247,3,BODY,Modulesearchpaths(sys.path)asastringseparatedbyDELIM(os.pathsep). SetbythePYTHONPATHenvironmentvariable. Default:NULL. PartofthePythonPathConfigurationinput.,8.77,59.79,321.26,157,118.82,138.75,440.08,198.54,FALSE,FALSE
260,2,BODY,"PartoftheStableABI.Resizesthememoryblockpointedtobyptonbytes.Thecontentswillbeunchanged totheminimumoftheoldandthenewsizes. IfpisNULL,thecallisequivalenttoPyMem_Malloc(n);elseifnisequaltozero,thememoryblockisresized butisnotfreed,andthereturnedpointerisnon-NULL. UnlesspisNULL,itmusthavebeenreturnedbyapreviouscalltoPyMem_Malloc(),PyMem_Realloc()or PyMem_Calloc(). Iftherequestfails,PyMem_Realloc()returnsNULLandpremainsavalidpointertothepreviousmemory area.",8.77,107.61,426.37,458,96.91,96.91,523.28,204.51,FALSE,FALSE
260,6,BODY,"SameasPyMem_Malloc(),butallocates(n*sizeof(TYPE))bytesofmemory.Returnsapointercast toTYPE*.Thememorywillnothavebeeninitializedinanyway.",8.77,17.94,426.37,135,96.91,324.05,523.28,342,FALSE,FALSE
267,11,BODY,"PyVarObject*PyObject_InitVar(PyVarObject*op,PyTypeObject*type,Py_ssize_tsize)",8.77,5.99,365.36,77,72,405.65,437.36,411.64,FALSE,TRUE
268,18,BODY,"intPy_Is(PyObject*x,PyObject*y)",8.77,5.99,149.33,31,72,663.6,221.33,669.58,FALSE,TRUE
273,11,BODY,constchar*doc,8.77,5.99,63.4,13,96.91,326.4,160.31,332.38,FALSE,FALSE
276,12,BODY,constchar*doc,8.77,5.99,63.4,13,96.91,437.89,160.31,443.87,FALSE,FALSE
286,3,BODY,"Anoptionalpointertotheget-attribute-stringfunction. Thisfieldisdeprecated.Whenitisdefined,itshouldpointtoafunctionthatactsthesameasthetp_getattro function,buttakingaCstringinsteadofaPythonstringobjecttogivetheattributename. Inheritance: Group:tp_getattr,tp_getattro Thisfieldisinheritedbysubtypestogetherwithtp_getattro:asubtypeinheritsbothtp_getattrand tp_getattrofromitsbasetypewhenthesubtype’stp_getattrandtp_getattroarebothNULL.",8.77,101.63,426.38,432,96.91,126.79,523.29,228.42,FALSE,FALSE
286,5,BODY,"Anoptionalpointertothefunctionforsettinganddeletingattributes. Thisfieldisdeprecated.Whenitisdefined,itshouldpointtoafunctionthatactsthesameasthetp_setattro function,buttakingaCstringinsteadofaPythonstringobjecttogivetheattributename. Inheritance: Group:tp_setattr,tp_setattro Thisfieldisinheritedbysubtypestogetherwithtp_setattro:asubtypeinheritsbothtp_setattrand tp_setattrofromitsbasetypewhenthesubtype’stp_setattrandtp_setattroarebothNULL.",8.77,101.63,426.38,443,96.91,255.31,523.29,356.94,FALSE,FALSE
290,7,BODY,"Thisbitindicatesthatinstancesoftheclasshavea~object.__dict__attribute,andthatthespaceforthe dictionaryismanagedbytheVM. Ifthisflagisset,Py_TPFLAGS_HAVE_GCshouldalsobeset. ThetypetraversefunctionmustcallPyObject_VisitManagedDict()anditsclearfunctionmustcall PyObject_ClearManagedDict(). Addedinversion3.12. Inheritance: Thisflagisinheritedunlessthetp_dictoffsetfieldissetinasuperclass.",8.77,119.56,404.46,384,118.82,395.79,523.29,515.35,FALSE,FALSE
305,6,BODY,"ThisfunctionisusedbyPyMapping_Size()andPyObject_Size(),andhasthesamesignature.Thisslot maybesettoNULLiftheobjecthasnodefinedlength.",8.77,17.94,426.37,131,96.91,483.71,523.28,501.65,FALSE,FALSE
306,6,BODY,"ThisfunctionisusedbyPySequence_SetItem()andhasthesamesignature.Itisalsousedby PyObject_SetItem()andPyObject_DelItem(),aftertryingtheitemassignmentanddeletionviathe mp_ass_subscriptslot.ThisslotmaybelefttoNULLiftheobjectdoesnotsupportitemassignmentand deletion.",8.77,41.85,426.38,260,96.91,240.37,523.28,282.22,FALSE,FALSE
308,18,BODY,PartoftheStableABI.Seetp_init. typedefPyObject*(*reprfunc)(PyObject*) PartoftheStableABI.Seetp_repr.,8.77,38.86,175.44,100,72,590.43,247.44,629.3,FALSE,TRUE
309,11,BODY,PartoftheStableABI.Seetp_iter.,8.77,5.99,148.9,30,96.91,289.64,245.81,295.63,FALSE,TRUE
309,26,BODY,"typedefPyObject*(*ssizeargfunc)(PyObject*,Py_ssize_t)",8.77,5.99,241.93,53,72,568.53,313.93,574.52,FALSE,FALSE
309,30,BODY,"typedefint(*objobjproc)(PyObject*,PyObject*)",8.77,5.99,201.52,44,72,633.77,273.52,639.76,FALSE,FALSE
309,32,BODY,"typedefint(*objobjargproc)(PyObject*,PyObject*,PyObject*)",8.77,5.99,262.34,57,72,666.39,334.34,672.38,FALSE,FALSE
334,2,BODY,Ananonymousinlinefunctionconsistingofasingleexpressionwhichisevaluatedwhenthefunctioniscalled. Thesyntaxtocreatealambdafunctionislambda[parameters]:expression,8.77,17.94,426.37,158,96.91,93.92,523.28,111.86,FALSE,FALSE
339,3,BODY,"Acompactwaytoprocessallorpartoftheelementsinaniterableandreturnasetwiththeresults.results ={cforcin'abracadabra'ifcnotin'abc'}generatesthesetofstrings{'r','d'}.See comprehensions.",8.77,29.9,426.37,179,96.91,189.56,523.28,219.46,FALSE,FALSE
14,4,BODY,"Createsavariablewithnamenamethatcanbeusedindocstrings.IfPythonisbuiltwithoutdocstrings,the valuewillbeempty. UsePyDoc_STRVARfordocstringstosupportbuildingPythonwithoutdocstrings,asspecifiedinPEP7. Example: PyDoc_STRVAR(pop_doc,'Removeandreturntherightmostelement.');",8.76,73.03,426.37,266,96.91,231.4,523.28,304.43,FALSE,FALSE
51,15,BODY,"PyObject*Py_CompileStringObject(constchar*str,PyObject*filename,intstart,PyCompilerFlags*flags,int",8.76,5.99,449.27,98,72,449.58,521.27,455.57,FALSE,FALSE
51,21,BODY,"PyObject*PyEval_EvalCode(PyObject*co,PyObject*globals,PyObject*locals)",8.76,5.99,328.45,70,72,678.72,400.45,684.71,FALSE,FALSE
59,2,BODY,"PartoftheStableABI.ThisisashorthandforPyErr_SetString(PyExc_TypeError,message),where messageindicatesthatabuilt-inoperationwasinvokedwithanillegalargument.Itismostlyforinternaluse.",8.76,17.94,426.38,180,96.91,96.91,523.28,114.85,FALSE,FALSE
64,6,BODY,"voidPyErr_GetExcInfo(PyObject**ptype,PyObject**pvalue,PyObject**ptraceback)",8.76,5.99,357.34,75,72,246.35,429.34,252.33,FALSE,FALSE
64,7,BODY,"PartoftheStableABIsinceversion3.7.Retrievetheold-stylerepresentationoftheexceptioninfo,as knownfromsys.exc_info().Thisreferstoanexceptionthatwasalreadycaught,nottoanexcep- tionthatwasfreshlyraised.Returnsnewreferencesforthethreeobjects,anyofwhichmaybeNULL. Doesnotmodifytheexceptioninfostate.Thisfunctioniskeptforbackwardscompatibility.Preferusing PyErr_GetHandledException().",8.76,53.81,426.38,376,96.91,261.29,523.28,315.1,FALSE,FALSE
68,6,BODY,"Properlyimplementingtp_reprforcontainertypesrequiresspecialrecursionhandling.Inadditiontoprotectingthe stack,tp_repralsoneedstotrackobjectstopreventcycles.Thefollowingtwofunctionsfacilitatethisfunctionality. Effectively,thesearetheCequivalenttoreprlib.recursive_repr(). intPy_ReprEnter(PyObject*object)",8.76,47.83,451.28,302,72,365.08,523.28,412.91,FALSE,FALSE
73,4,BODY,Addedinversion3.5. Changedinversion3.7:ThefunctionnowusestheUTF-8encodinginthePythonUTF-8Mode. Changedinversion3.8:ThefunctionnowusestheUTF-8encodingonWindowsifPyPreConfig. legacy_windows_fs_encodingiszero;,8.76,53.81,426.37,206,96.91,312.84,523.28,366.64,FALSE,FALSE
73,11,BODY,Addedinversion3.5. Changedinversion3.7:ThefunctionnowusestheUTF-8encodinginthePythonUTF-8Mode. Changedinversion3.8:ThefunctionnowusestheUTF-8encodingonWindowsifPyPreConfig. legacy_windows_fs_encodingiszero.,8.76,53.81,426.37,206,96.91,687.06,523.28,740.87,FALSE,FALSE
82,23,BODY,U(str)[PyObject*],8.76,5.98,86.42,17,72,598.34,158.42,604.31,TRUE,FALSE
83,13,BODY,ConvertaPythonintegertoaCshortint.,8.76,5.99,177.47,34,96.91,689.06,274.38,695.05,FALSE,FALSE
84,8,BODY,ConvertaPythonintegertoaClonglong.,8.76,5.99,177.47,34,96.91,183.58,274.38,189.57,FALSE,FALSE
